80,159847
81,145513
82,132224
83,120110
84,109059
85,99226
86,90188
87,82036
88,74810
89,68177
90,62310
91,57063
92,52432
93,48233
94,44434
95,41131
96,38235
97,35644
98,33360
99,31453
100,29650
101,28177
102,26921
103,25866
104,24900
105,24094
106,23360
107,22695
108,22113
109,21630
110,21207
111,20843
112,20517
113,20244
114,19989
115,19761
116,19562
117,19389
118,19215
119,19031
120,18864
121,18704
122,18556
123,18415
124,18274
125,18147
126,18013
127,17929
128,17827
129,17718
130,17618
131,17526
132,17448
133,17345
134,17247
135,17163
136,17056
137,16981
138,16903
139,16817
140,16732
141,16654
142,16559
143,16474
144,16380
145,16317
146,16236
147,16134
148,16047
149,15980
150,15922
151,15829
152,15748
153,15694
154,15631
155,15558
156,15501
157,15433
158,15357
159,15299
160,15252
161,15200
162,15143
163,15069
164,15021
165,14944
166,14885
167,14821
168,14770
169,14713
170,14651
171,14582
172,14519
173,14468
174,14409
175,14360
176,14308
177,14250
178,14191
179,14139
180,14095
181,14043
182,13971
183,13925
184,13876
185,13826
186,13778
187,13731
188,13681
189,13621
190,13571
191,13522
192,13473
193,13413
194,13355
195,13306
196,13262
197,13217
198,13158
199,13115
200,13063
201,13015
202,12981
203,12932
204,12879
205,12833
206,12786
207,12750
208,12702
209,12659
210,12610
211,12568
212,12527
213,12484
214,12443
215,12395
216,12342
217,12311
218,12277
219,12223
220,12176
221,12135
222,12091
223,12054
224,12020
225,11980
226,11947
227,11911
228,11876
229,11845
230,11817
231,11774
232,11733
233,11689
234,11653
235,11610
236,11578
237,11545
238,11498
239,11458
240,11423
241,11383
242,11344
243,11307
244,11269
245,11236
246,11191
247,11154
248,11112
249,11075
250,11040
251,10998
252,10959
253,10926
254,10888
255,10852
256,10816
257,10785
258,10749
259,10718
260,10675
261,10646
262,10613
263,10568
264,10531
265,10491
266,10449
267,10407
268,10379
269,10335
270,10298
271,10271
272,10232
273,10199
274,10171
275,10136
276,10109
277,10075
278,10044
279,10014
280,9978
281,9940
282,9918
283,9886
284,9862
285,9833
286,9795
287,9763
288,9720
289,9690
290,9663
291,9632
292,9600
293,9570
294,9548
295,9523
296,9493
297,9465
298,9435
299,9407
300,9380
301,9357
302,9324
303,9298
304,9271
305,9246
306,9222
307,9195
308,9164
309,9135
310,9111
311,9084
312,9060
313,9025
314,8996
315,8969
316,8930
317,8890
318,8867
319,8837
320,8813
321,8792
322,8772
323,8751
324,8719
325,8694
326,8658
327,8627
328,8601
329,8573
330,8535
331,8509
332,8481
333,8462
334,8441
335,8419
336,8391
337,8364
338,8350
339,8323
340,8293
341,8263
342,8249
343,8222
344,8202
345,8177
346,8155
347,8137
348,8116
349,8093
350,8073
351,8046
352,8014
353,7991
354,7972
355,7947
356,7930
357,7914
358,7889
359,7857
360,7833
361,7813
362,7780
363,7750
364,7726
365,7700
366,7676
367,7660
368,7626
369,7602
370,7584
371,7562
372,7537
373,7507
374,7489
375,7474
376,7441
377,7420
378,7389
379,7369
380,7343
381,7325
382,7304
383,7279
384,7259
385,7232
386,7212
387,7191
388,7178
389,7155
390,7138
391,7120
392,7100
393,7078
394,7053
395,7026
396,7012
397,6993
398,6978
399,6954
400,6926
401,6908
402,6890
403,6878
404,6856
405,6838
406,6811
407,6791
408,6771
409,6754
410,6738
411,6716
412,6699
413,6679
414,6659
415,6637
416,6624
417,6603
418,6585
419,6566
420,6547
421,6526
422,6510
423,6493
424,6478
425,6452
426,6438
427,6421
428,6401
429,6383
430,6367
431,6349
432,6333
433,6312
