    904 2017-12-08
   2497 2017-12-09
   1211 2017-12-10
   1091 2017-12-11
   1175 2017-12-12
    730 2017-12-13
   1063 2017-12-14
   1784 2017-12-15
   3402 2017-12-16
   2482 2017-12-17
   1605 2017-12-18
   2288 2017-12-19
   2273 2017-12-20
   3282 2017-12-21
   3949 2017-12-22
   3487 2017-12-23
   1301 2017-12-24
    151 2017-12-25
    688 2017-12-26
   2130 2017-12-27
   1493 2017-12-28
   2138 2017-12-29
   1461 2017-12-30
    608 2017-12-31
    183 2018-01-01
      2 2018-01-02
