    244 00
     71 01
     11 02
     13 03
      6 04
     17 05
     18 06
     28 07
    169 08
    519 09
   1010 10
   1681 11
   2835 12
   3201 13
   3723 14
   5614 15
   7568 16
   4949 17
   4071 18
   3596 19
   1335 20
   1371 21
    777 22
    551 23
