80,26057
81,24980
82,23959
83,23033
84,22114
85,21275
86,20517
87,19859
88,19220
89,18617
90,18083
91,17579
92,17096
93,16655
94,16257
95,15852
96,15530
97,15232
98,14933
99,14664
100,14392
101,14159
102,13935
103,13727
104,13519
105,13352
106,13189
107,13016
108,12874
109,12715
110,12571
111,12415
112,12291
113,12155
114,12013
115,11885
116,11775
117,11654
118,11532
119,11417
120,11309
121,11204
122,11098
123,10991
124,10886
125,10791
126,10712
127,10616
128,10529
129,10456
130,10374
131,10298
132,10210
133,10138
134,10063
135,9982
136,9897
137,9799
138,9716
139,9635
140,9565
141,9506
142,9441
143,9367
144,9313
145,9262
146,9202
147,9148
148,9090
149,9020
150,8965
151,8909
152,8845
153,8797
154,8746
155,8701
156,8638
157,8590
158,8531
159,8478
160,8425
161,8365
162,8325
163,8274
164,8219
165,8166
166,8118
167,8072
168,8028
169,7978
170,7933
171,7901
172,7851
173,7796
174,7744
175,7701
176,7641
177,7596
178,7560
179,7510
180,7474
181,7438
182,7410
183,7372
184,7324
185,7272
186,7231
187,7201
188,7154
189,7110
190,7081
191,7035
192,7004
193,6966
194,6927
195,6892
196,6860
197,6824
198,6778
199,6739
200,6698
201,6658
202,6619
203,6568
204,6533
205,6493
206,6455
207,6423
208,6390
209,6364
210,6327
211,6290
212,6254
213,6216
214,6179
215,6157
216,6116
217,6082
218,6045
219,6019
220,5982
221,5955
222,5922
223,5882
224,5851
225,5821
226,5796
227,5762
228,5743
229,5717
230,5691
231,5653
232,5622
233,5598
234,5561
235,5523
236,5499
237,5465
238,5441
239,5418
240,5385
241,5360
242,5328
243,5292
244,5261
245,5239
246,5217
247,5186
248,5163
249,5133
250,5110
251,5075
252,5053
253,5028
254,4996
255,4970
256,4930
257,4901
258,4878
259,4849
260,4823
261,4795
262,4763
263,4740
264,4712
265,4689
266,4660
267,4632
268,4602
269,4575
270,4551
271,4528
272,4511
273,4481
274,4451
275,4431
276,4407
277,4375
278,4342
279,4313
280,4292
281,4270
282,4255
283,4216
284,4190
285,4172
286,4147
287,4116
288,4088
289,4069
290,4039
291,4002
292,3970
293,3948
294,3924
295,3899
296,3874
297,3851
298,3819
299,3798
300,3770
301,3757
302,3733
303,3706
304,3679
305,3657
306,3634
307,3608
308,3584
309,3558
310,3539
311,3514
312,3497
313,3471
314,3446
315,3430
316,3399
317,3379
318,3356
319,3337
320,3316
321,3292
322,3271
323,3251
324,3224
325,3200
326,3183
327,3163
328,3141
329,3118
330,3096
331,3072
332,3052
333,3036
334,3022
335,2997
336,2973
337,2956
338,2933
339,2913
340,2887
341,2867
342,2849
343,2831
344,2810
345,2790
346,2772
347,2755
348,2735
349,2721
350,2695
351,2672
352,2646
353,2623
354,2591
355,2575
356,2554
357,2533
358,2509
359,2495
360,2476
361,2461
362,2437
363,2418
364,2405
365,2388
366,2364
367,2338
368,2317
369,2298
370,2283
371,2262
372,2243
373,2225
374,2205
375,2180
376,2156
377,2135
378,2110
379,2096
380,2085
381,2072
382,2050
383,2034
384,2017
385,1996
386,1975
387,1955
388,1932
389,1911
390,1887
391,1869
392,1854
393,1836
394,1824
395,1808
396,1791
397,1777
398,1760
399,1740
400,1722
401,1714
402,1704
403,1692
404,1673
405,1656
406,1639
407,1616
408,1601
409,1583
410,1564
411,1547
412,1526
413,1511
414,1493
415,1482
416,1464
417,1454
418,1440
419,1425
420,1408
421,1391
422,1377
423,1361
424,1346
425,1325
426,1317
427,1304
428,1286
429,1268
430,1247
431,1238
432,1228
433,1215
434,1203
435,1188
436,1174
437,1159
438,1144
439,1123
440,1113
441,1098
442,1081
443,1064
444,1043
445,1023
446,1012
447,1004
448,983
449,971
450,955
451,947
452,938
453,926
454,912
455,897
456,882
457,869
458,848
459,836
460,817
461,805
462,786
463,778
464,759
465,748
466,731
467,721
468,702
469,683
470,674
471,658
472,643
473,630
474,618
475,605
476,587
477,576
478,561
479,548
480,536
481,525
482,509
483,496
484,482
485,477
486,462
487,447
488,442
489,431
490,419
491,411
492,402
493,398
494,390
495,379
496,363
497,352
498,346
499,336
500,327
501,323
502,321
503,309
504,297
505,288
506,277
507,274
508,266
509,256
510,245
511,239
512,231
513,226
514,221
515,216
516,209
517,205
518,200
519,193
520,191
521,189
522,185
523,180
524,179
525,174
526,171
527,168
528,161
529,155
530,151
531,148
532,145
533,144
534,142
535,138
536,133
537,128
538,127
539,123
540,121
541,119
542,114
543,111
544,105
545,104
546,102
547,100
548,98
549,93
550,92
551,92
552,90
553,89
554,88
555,83
556,80
557,75
558,74
559,71
560,70
561,70
562,70
563,69
564,69
565,68
566,67
567,66
568,65
569,65
570,64
571,63
572,61
573,60
574,60
575,57
576,57
577,55
578,53
579,53
580,53
581,53
582,52
583,52
584,52
585,52
586,51
587,51
588,51
589,49
590,48
591,47
592,45
593,44
594,44
595,42
596,41
597,41
598,39
599,39
600,39
601,39
602,38
603,38
604,37
605,37
606,35
607,35
608,34
609,34
610,34
611,34
612,34
613,33
614,33
615,33
616,33
617,33
618,33
619,33
620,33
621,33
622,32
623,32
624,31
625,30
626,30
627,30
628,30
629,30
630,30
631,30
632,28
633,28
634,27
635,27
636,27
637,27
638,26
639,26
640,25
641,25
642,24
643,24
644,23
645,22
646,22
647,22
648,22
649,22
650,22
651,22
652,21
653,20
654,20
655,20
656,20
657,18
658,18
659,16
660,16
661,15
662,15
663,14
664,14
665,14
666,13
667,13
668,12
669,12
670,12
671,12
672,12
673,12
674,12
675,12
676,12
677,11
678,11
679,11
680,11
681,10
682,10
683,10
684,10
685,10
686,10
687,10
688,10
689,10
690,9
691,8
692,8
693,8
694,7
695,7
696,7
697,7
698,7
699,7
700,5
701,5
702,4
703,4
704,3
705,2
706,2
707,1
708,1
709,1
710,1
711,1
712,1
713,1
714,1
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,0
737,0
738,0
739,0
740,0
741,0
742,0
743,0
744,0
745,0
746,0
747,0
748,0
749,0
750,0
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,0
763,0
764,0
765,0
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,0
774,0
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,0
784,0
785,0
786,0
787,0
788,0
789,0
790,0
791,0
792,0
793,0
794,0
795,0
796,0
797,0
798,0
799,0
800,0
