1,2,1,80,978,794.41,500, 2017-12-08 19:02:47 +0000
1,2,1,80,903,796.24,500, 2017-12-08 19:02:50 +0000
1,2,1,80,905,796.27,500, 2017-12-08 19:02:50 +0000
1,2,1,80,903,800.39,500, 2017-12-08 19:02:53 +0000
1,2,1,80,965,800.83,500, 2017-12-08 19:02:55 +0000
1,2,1,80,897,801.33,500, 2017-12-08 19:02:57 +0000
1,2,1,80,920,801.21,500, 2017-12-08 19:03:11 +0000
1,2,1,80,927,802.21,500, 2017-12-08 19:03:12 +0000
1,2,1,80,940,801.82,500, 2017-12-08 19:03:37 +0000
1,2,1,80,884,803.42,500, 2017-12-08 19:03:39 +0000
1,2,1,80,970,804.96,500, 2017-12-08 19:04:02 +0000
1,2,1,80,915,817.94,500, 2017-12-08 19:04:39 +0000
1,2,1,80,918,817.99,500, 2017-12-08 19:04:39 +0000
1,2,1,80,887,793.72,500, 2017-12-08 19:10:52 +0000
1,2,1,80,889,793.76,500, 2017-12-08 19:10:52 +0000
1,2,1,80,881,795.70,500, 2017-12-08 19:10:55 +0000
1,2,1,80,890,795.73,500, 2017-12-08 19:10:55 +0000
1,2,1,80,975,796.73,500, 2017-12-08 19:10:56 +0000
1,2,1,80,903,798.44,500, 2017-12-08 19:11:01 +0000
1,2,1,80,932,798.64,500, 2017-12-08 19:11:01 +0000
1,2,1,80,899,798.66,500, 2017-12-08 19:11:01 +0000
1,2,1,80,922,799.05,500, 2017-12-08 19:11:02 +0000
1,2,1,80,911,799.07,500, 2017-12-08 19:11:02 +0000
1,2,1,80,950,799.31,500, 2017-12-08 19:11:03 +0000
1,2,1,80,886,799.32,500, 2017-12-08 19:11:03 +0000
1,2,1,80,889,799.30,500, 2017-12-08 19:11:37 +0000
1,2,1,80,885,799.35,500, 2017-12-08 19:11:37 +0000
1,2,1,80,877,795.94,500, 2017-12-08 19:21:11 +0000
1,2,1,80,992,807.56,500, 2017-12-08 19:30:11 +0000
1,2,1,80,938,814.12,500, 2017-12-08 19:30:16 +0000
1,2,1,80,911,814.11,500, 2017-12-08 19:30:21 +0000
1,2,1,80,901,814.13,500, 2017-12-08 19:30:21 +0000
1,2,1,80,880,793.67,500, 2017-12-08 20:16:06 +0000
1,2,1,80,912,794.31,500, 2017-12-08 20:16:07 +0000
1,2,1,80,976,795.25,500, 2017-12-08 20:16:09 +0000
1,2,1,80,957,795.29,500, 2017-12-08 20:16:10 +0000
1,2,1,80,1005,795.37,500, 2017-12-08 20:16:11 +0000
1,2,1,80,1004,794.90,500, 2017-12-08 20:16:12 +0000
1,2,1,80,939,795.51,500, 2017-12-08 20:16:14 +0000
1,2,1,80,947,800.49,500, 2017-12-08 20:16:18 +0000
1,2,1,80,908,801.71,500, 2017-12-08 20:16:19 +0000
1,2,1,80,903,779.97,500, 2017-12-08 20:20:47 +0000
1,2,1,80,869,780.19,500, 2017-12-08 20:20:50 +0000
