80,91960
81,83016
82,74838
83,67601
84,61238
85,55628
86,50723
87,46516
88,42913
89,39803
90,37022
91,34635
92,32551
93,30851
94,29349
95,28110
96,27027
97,26179
98,25408
99,24723
100,24135
101,23656
102,23246
103,22849
104,22486
105,22199
106,21971
107,21739
108,21531
109,21319
110,21120
111,20959
112,20783
113,20627
114,20495
115,20343
116,20223
117,20091
118,19965
119,19860
120,19745
121,19632
122,19514
123,19390
124,19292
125,19177
126,19070
127,18955
128,18852
129,18747
130,18646
131,18564
132,18462
133,18362
134,18280
135,18184
136,18092
137,17996
138,17900
139,17788
140,17673
141,17581
142,17495
143,17399
144,17316
145,17253
146,17182
147,17095
148,17013
149,16947
150,16883
151,16801
152,16721
153,16632
154,16556
155,16477
156,16416
157,16346
158,16262
159,16197
160,16110
161,16036
162,15978
163,15903
164,15827
165,15767
166,15682
167,15606
168,15551
169,15473
170,15400
171,15335
172,15273
173,15197
174,15144
175,15078
176,15016
177,14950
178,14892
179,14818
180,14743
181,14687
182,14621
183,14558
184,14485
185,14434
186,14383
187,14343
188,14281
189,14232
190,14165
191,14101
192,14037
193,13978
194,13916
195,13871
196,13819
197,13763
198,13694
199,13634
200,13584
201,13530
202,13475
203,13410
204,13354
205,13305
206,13255
207,13205
208,13156
209,13098
210,13048
211,13003
212,12937
213,12896
214,12855
215,12794
216,12733
217,12676
218,12619
219,12569
220,12508
221,12463
222,12419
223,12372
224,12311
225,12263
226,12227
227,12190
228,12144
229,12094
230,12055
231,12017
232,11978
233,11939
234,11889
235,11843
236,11810
237,11763
238,11717
239,11668
240,11628
241,11580
242,11537
243,11492
244,11457
245,11408
246,11365
247,11331
248,11279
249,11243
250,11197
251,11158
252,11108
253,11062
254,11011
255,10976
256,10941
257,10901
258,10855
259,10805
260,10766
261,10731
262,10685
263,10649
264,10606
265,10568
266,10531
267,10486
268,10443
269,10404
270,10357
271,10308
272,10267
273,10224
274,10193
275,10163
276,10131
277,10110
278,10084
279,10047
280,10008
281,9969
282,9922
283,9883
284,9844
285,9809
286,9766
287,9737
288,9704
289,9666
290,9622
291,9589
292,9556
293,9512
294,9475
295,9438
296,9398
