host,press,panel,threshold,reading,baseline,pressed,timestamp
1,2,0,80,568,482.67,500, 2017-12-09 00:18:50 +0000
1,2,0,80,591,487.44,500, 2017-12-09 00:18:58 +0000
1,2,0,80,589,491.20,500, 2017-12-09 00:19:00 +0000
1,2,0,80,572,489.78,500, 2017-12-09 00:19:01 +0000
1,2,0,80,573,488.88,500, 2017-12-09 00:19:02 +0000
1,2,0,80,573,486.88,500, 2017-12-09 00:19:04 +0000
1,2,0,80,731,486.47,500, 2017-12-09 00:19:05 +0000
1,2,0,80,763,478.59,500, 2017-12-09 00:19:14 +0000
1,2,0,80,990,475.21,500, 2017-12-09 00:19:19 +0000
1,2,0,80,952,474.86,500, 2017-12-09 00:19:20 +0000
1,2,0,80,1014,474.56,500, 2017-12-09 00:19:20 +0000
1,2,0,80,885,474.26,500, 2017-12-09 00:19:21 +0000
1,2,0,80,589,473.84,500, 2017-12-09 00:19:22 +0000
1,2,0,80,556,473.42,500, 2017-12-09 00:19:23 +0000
1,2,0,80,939,472.74,500, 2017-12-09 00:19:25 +0000
1,2,0,80,682,472.53,500, 2017-12-09 00:19:26 +0000
1,2,0,80,536,436.40,500, 2017-12-09 08:26:53 +0000
1,2,0,80,569,420.49,500, 2017-12-09 09:05:51 +0000
1,2,0,80,541,420.14,500, 2017-12-09 09:05:52 +0000
1,2,0,80,895,412.47,500, 2017-12-09 09:06:07 +0000
1,2,0,80,606,413.94,500, 2017-12-09 09:06:08 +0000
1,2,0,80,591,420.29,500, 2017-12-09 09:06:10 +0000
1,2,0,80,543,439.41,500, 2017-12-09 10:21:54 +0000
1,2,0,80,561,439.11,500, 2017-12-09 10:21:55 +0000
1,2,0,80,549,439.06,500, 2017-12-09 10:21:55 +0000
1,2,0,80,524,439.42,500, 2017-12-09 10:21:56 +0000
1,2,0,80,522,437.74,500, 2017-12-09 10:22:01 +0000
1,2,0,80,563,437.02,500, 2017-12-09 10:22:03 +0000
1,2,0,80,527,436.60,500, 2017-12-09 10:22:05 +0000
1,2,0,80,516,434.75,500, 2017-12-09 10:22:19 +0000
1,2,0,80,524,434.77,500, 2017-12-09 10:22:19 +0000
1,2,0,80,519,435.39,500, 2017-12-09 10:22:19 +0000
1,2,0,80,526,435.45,500, 2017-12-09 10:22:20 +0000
1,2,0,80,533,434.08,500, 2017-12-09 10:22:23 +0000
1,2,0,80,524,423.19,500, 2017-12-09 10:27:22 +0000
1,2,0,80,525,433.15,500, 2017-12-09 10:35:42 +0000
1,2,0,80,518,432.38,500, 2017-12-09 10:35:51 +0000
1,2,0,80,544,433.32,500, 2017-12-09 10:35:54 +0000
1,2,0,80,662,447.89,500, 2017-12-09 10:41:05 +0000
1,2,0,80,574,433.99,500, 2017-12-09 10:42:18 +0000
1,2,0,80,549,410.53,500, 2017-12-09 10:50:39 +0000
1,2,0,80,622,414.22,500, 2017-12-09 10:50:42 +0000
1,2,0,80,531,414.05,500, 2017-12-09 10:50:45 +0000
1,2,0,80,1009,413.99,500, 2017-12-09 10:50:46 +0000
1,2,0,80,988,414.13,500, 2017-12-09 10:50:46 +0000
1,2,0,80,516,411.50,500, 2017-12-09 10:51:23 +0000
1,2,0,80,523,411.52,500, 2017-12-09 10:51:23 +0000
1,2,0,80,498,411.87,500, 2017-12-09 10:51:24 +0000
1,2,0,80,526,410.75,500, 2017-12-09 10:51:50 +0000
1,2,0,80,497,410.83,500, 2017-12-09 10:51:50 +0000
1,2,0,80,495,410.85,500, 2017-12-09 10:51:50 +0000
1,2,0,80,495,413.68,500, 2017-12-09 10:52:19 +0000
1,2,0,80,519,413.72,500, 2017-12-09 10:52:19 +0000
1,2,0,80,506,412.23,500, 2017-12-09 10:52:27 +0000
1,2,0,80,523,433.48,500, 2017-12-09 10:56:49 +0000
1,2,0,80,518,434.55,500, 2017-12-09 10:56:50 +0000
1,2,0,80,528,429.34,500, 2017-12-09 10:59:17 +0000
1,2,0,80,515,430.55,500, 2017-12-09 10:59:19 +0000
1,2,0,80,514,429.57,500, 2017-12-09 10:59:23 +0000
1,2,0,80,982,435.09,500, 2017-12-09 10:59:26 +0000
1,2,0,80,585,433.72,500, 2017-12-09 10:59:35 +0000
1,2,0,80,516,434.13,500, 2017-12-09 10:59:37 +0000
1,2,0,80,544,434.15,500, 2017-12-09 10:59:37 +0000
1,2,0,80,520,433.94,500, 2017-12-09 10:59:38 +0000
1,2,0,80,541,453.71,500, 2017-12-09 11:12:01 +0000
1,2,0,80,603,454.20,500, 2017-12-09 11:12:03 +0000
1,2,0,80,585,453.31,500, 2017-12-09 11:12:05 +0000
1,2,0,80,542,456.06,500, 2017-12-09 11:12:10 +0000
1,2,0,80,662,472.77,500, 2017-12-09 11:12:15 +0000
1,2,0,80,889,467.06,500, 2017-12-09 11:12:19 +0000
1,2,0,80,581,436.22,500, 2017-12-09 11:26:14 +0000
1,2,0,80,524,434.29,500, 2017-12-09 11:26:41 +0000
1,2,0,80,521,436.79,500, 2017-12-09 11:26:46 +0000
1,2,0,80,536,439.56,500, 2017-12-09 11:26:47 +0000
1,2,0,80,831,437.41,500, 2017-12-09 11:26:50 +0000
1,2,0,80,527,446.00,500, 2017-12-09 11:36:00 +0000
1,2,0,80,557,446.02,500, 2017-12-09 11:36:00 +0000
1,2,0,80,532,446.08,500, 2017-12-09 11:36:00 +0000
1,2,0,80,567,447.11,500, 2017-12-09 11:36:00 +0000
1,2,0,80,656,454.72,500, 2017-12-09 11:43:18 +0000
1,2,0,80,683,470.96,500, 2017-12-09 11:43:23 +0000
1,2,0,80,937,475.09,500, 2017-12-09 11:43:25 +0000
1,2,0,80,990,475.63,500, 2017-12-09 11:43:26 +0000
1,2,0,80,996,476.23,500, 2017-12-09 11:43:27 +0000
1,2,0,80,873,476.73,500, 2017-12-09 11:43:27 +0000
1,2,0,80,704,477.15,500, 2017-12-09 11:43:28 +0000
1,2,0,80,866,477.66,500, 2017-12-09 11:43:28 +0000
1,2,0,80,570,474.34,500, 2017-12-09 11:43:33 +0000
1,2,0,80,849,474.90,500, 2017-12-09 11:43:34 +0000
1,2,0,80,582,476.34,500, 2017-12-09 11:43:35 +0000
1,2,0,80,1011,477.32,500, 2017-12-09 11:43:36 +0000
1,2,0,80,628,478.19,500, 2017-12-09 11:43:37 +0000
1,2,0,80,656,479.20,500, 2017-12-09 11:43:38 +0000
1,2,0,80,958,479.96,500, 2017-12-09 11:43:39 +0000
1,2,0,80,1006,480.88,500, 2017-12-09 11:43:40 +0000
1,2,0,80,975,481.42,500, 2017-12-09 11:43:40 +0000
1,2,0,80,995,481.90,500, 2017-12-09 11:43:40 +0000
1,2,0,80,690,482.19,500, 2017-12-09 11:43:41 +0000
1,2,0,80,617,482.28,500, 2017-12-09 11:43:41 +0000
1,2,0,80,591,482.37,500, 2017-12-09 11:43:41 +0000
1,2,0,80,592,480.29,500, 2017-12-09 11:43:50 +0000
1,2,0,80,583,488.94,500, 2017-12-09 11:43:53 +0000
1,2,0,80,730,491.37,500, 2017-12-09 11:43:55 +0000
1,2,0,80,596,492.68,500, 2017-12-09 11:43:56 +0000
1,2,0,80,879,488.95,500, 2017-12-09 11:44:01 +0000
1,2,0,80,652,490.05,500, 2017-12-09 11:44:02 +0000
1,2,0,80,650,491.13,500, 2017-12-09 11:44:04 +0000
1,2,0,80,881,492.11,500, 2017-12-09 11:44:05 +0000
1,2,0,80,663,493.11,500, 2017-12-09 11:44:06 +0000
1,2,0,80,615,492.84,500, 2017-12-09 11:44:07 +0000
1,2,0,80,579,492.07,500, 2017-12-09 11:44:09 +0000
1,2,0,80,600,491.68,500, 2017-12-09 11:44:12 +0000
1,2,0,80,581,493.62,500, 2017-12-09 11:44:17 +0000
1,2,0,80,581,493.66,500, 2017-12-09 11:44:17 +0000
1,2,0,80,587,493.70,500, 2017-12-09 11:44:17 +0000
1,2,0,80,581,493.73,500, 2017-12-09 11:44:17 +0000
1,2,0,80,574,493.76,500, 2017-12-09 11:44:17 +0000
1,2,0,80,584,493.78,500, 2017-12-09 11:44:17 +0000
1,2,0,80,608,489.20,500, 2017-12-09 11:44:26 +0000
1,2,0,80,556,474.66,500, 2017-12-09 11:45:08 +0000
1,2,0,80,557,474.67,500, 2017-12-09 11:45:08 +0000
1,2,0,80,561,474.76,500, 2017-12-09 11:45:09 +0000
1,2,0,80,592,474.86,500, 2017-12-09 11:45:09 +0000
1,2,0,80,575,475.03,500, 2017-12-09 11:45:09 +0000
1,2,0,80,591,474.75,500, 2017-12-09 11:45:10 +0000
1,2,0,80,553,454.40,500, 2017-12-09 11:46:13 +0000
1,2,0,80,581,454.62,500, 2017-12-09 11:46:13 +0000
1,2,0,80,572,453.30,500, 2017-12-09 11:46:37 +0000
1,2,0,80,557,458.85,500, 2017-12-09 11:46:39 +0000
1,2,0,80,553,457.26,500, 2017-12-09 11:46:46 +0000
1,2,0,80,560,457.98,500, 2017-12-09 11:46:47 +0000
1,2,0,80,543,458.05,500, 2017-12-09 11:46:47 +0000
1,2,0,80,567,457.11,500, 2017-12-09 11:46:49 +0000
1,2,0,80,653,458.55,500, 2017-12-09 11:46:50 +0000
1,2,0,80,560,459.31,500, 2017-12-09 11:46:51 +0000
1,2,0,80,545,460.94,500, 2017-12-09 11:46:52 +0000
1,2,0,80,583,460.94,500, 2017-12-09 11:46:52 +0000
1,2,0,80,542,461.76,500, 2017-12-09 11:46:52 +0000
1,2,0,80,590,461.76,500, 2017-12-09 11:46:53 +0000
1,2,0,80,670,467.12,500, 2017-12-09 11:46:55 +0000
1,2,0,80,725,467.94,500, 2017-12-09 11:46:56 +0000
1,2,0,80,589,479.33,500, 2017-12-09 11:47:17 +0000
1,2,0,80,644,479.94,500, 2017-12-09 11:47:18 +0000
1,2,0,80,603,480.95,500, 2017-12-09 11:47:18 +0000
1,2,0,80,958,482.17,500, 2017-12-09 11:47:19 +0000
1,2,0,80,639,486.09,500, 2017-12-09 11:47:20 +0000
1,2,0,80,579,487.29,500, 2017-12-09 11:47:21 +0000
1,2,0,80,613,488.11,500, 2017-12-09 11:47:22 +0000
1,2,0,80,606,489.37,500, 2017-12-09 11:47:23 +0000
1,2,0,80,614,490.63,500, 2017-12-09 11:47:23 +0000
1,2,0,80,746,491.60,500, 2017-12-09 11:47:24 +0000
1,2,0,80,600,492.76,500, 2017-12-09 11:47:25 +0000
1,2,0,80,633,494.03,500, 2017-12-09 11:47:26 +0000
1,2,0,80,611,494.95,500, 2017-12-09 11:47:26 +0000
1,2,0,80,884,495.97,500, 2017-12-09 11:47:27 +0000
1,2,0,80,628,497.03,500, 2017-12-09 11:47:28 +0000
1,2,0,80,587,498.08,500, 2017-12-09 11:47:29 +0000
1,2,0,80,620,498.96,500, 2017-12-09 11:47:29 +0000
1,2,0,80,635,499.86,500, 2017-12-09 11:47:30 +0000
1,2,0,80,820,500.61,500, 2017-12-09 11:47:31 +0000
1,2,0,80,806,501.71,500, 2017-12-09 11:47:32 +0000
1,2,0,80,805,502.67,500, 2017-12-09 11:47:32 +0000
1,2,0,80,601,503.72,500, 2017-12-09 11:47:33 +0000
1,2,0,80,702,504.93,500, 2017-12-09 11:47:34 +0000
1,2,0,80,845,506.11,500, 2017-12-09 11:47:35 +0000
1,2,0,80,941,507.27,500, 2017-12-09 11:47:35 +0000
1,2,0,80,761,508.17,500, 2017-12-09 11:47:36 +0000
1,2,0,80,597,513.18,500, 2017-12-09 11:47:38 +0000
1,2,0,80,596,513.29,500, 2017-12-09 11:47:39 +0000
1,2,0,80,719,513.62,500, 2017-12-09 11:47:40 +0000
1,2,0,80,990,514.32,500, 2017-12-09 11:47:40 +0000
1,2,0,80,577,493.91,500, 2017-12-09 11:48:04 +0000
1,2,0,80,581,493.98,500, 2017-12-09 11:48:04 +0000
1,2,0,80,590,494.02,500, 2017-12-09 11:48:04 +0000
1,2,0,80,1005,493.85,500, 2017-12-09 11:48:05 +0000
1,2,0,80,607,493.97,500, 2017-12-09 11:48:05 +0000
1,2,0,80,575,494.05,500, 2017-12-09 11:48:05 +0000
1,2,0,80,584,494.13,500, 2017-12-09 11:48:05 +0000
1,2,0,80,617,494.22,500, 2017-12-09 11:48:05 +0000
1,2,0,80,640,491.91,500, 2017-12-09 11:48:08 +0000
1,2,0,80,564,453.61,500, 2017-12-09 11:49:59 +0000
1,2,0,80,982,444.40,500, 2017-12-09 11:57:46 +0000
1,2,0,80,664,448.34,500, 2017-12-09 11:57:49 +0000
1,2,0,80,538,450.74,500, 2017-12-09 11:57:49 +0000
1,2,0,80,550,450.76,500, 2017-12-09 11:57:50 +0000
1,2,0,80,533,450.92,500, 2017-12-09 11:57:50 +0000
1,2,0,80,531,449.66,500, 2017-12-09 11:57:50 +0000
1,2,0,80,646,449.35,500, 2017-12-09 11:57:53 +0000
1,2,0,80,964,450.95,500, 2017-12-09 11:57:53 +0000
1,2,0,80,561,449.23,500, 2017-12-09 11:57:56 +0000
1,2,0,80,594,454.46,500, 2017-12-09 11:57:58 +0000
1,2,0,80,557,453.95,500, 2017-12-09 11:58:01 +0000
1,2,0,80,540,453.97,500, 2017-12-09 11:58:01 +0000
1,2,0,80,588,453.74,500, 2017-12-09 11:58:01 +0000
1,2,0,80,571,453.63,500, 2017-12-09 11:58:01 +0000
1,2,0,80,596,453.59,500, 2017-12-09 11:58:02 +0000
1,2,0,80,541,453.61,500, 2017-12-09 11:58:02 +0000
1,2,0,80,546,453.44,500, 2017-12-09 11:58:03 +0000
1,2,0,80,598,453.40,500, 2017-12-09 11:58:03 +0000
1,2,0,80,881,452.91,500, 2017-12-09 11:58:04 +0000
1,2,0,80,1000,452.44,500, 2017-12-09 11:58:05 +0000
1,2,0,80,570,452.21,500, 2017-12-09 11:58:06 +0000
1,2,0,80,554,450.89,500, 2017-12-09 11:58:09 +0000
1,2,0,80,556,452.34,500, 2017-12-09 11:58:13 +0000
1,2,0,80,541,451.88,500, 2017-12-09 11:58:18 +0000
1,2,0,80,581,476.29,500, 2017-12-09 12:12:04 +0000
1,2,0,80,572,474.52,500, 2017-12-09 12:12:27 +0000
1,2,0,80,558,474.54,500, 2017-12-09 12:12:27 +0000
1,2,0,80,565,478.07,500, 2017-12-09 12:12:29 +0000
1,2,0,80,603,478.01,500, 2017-12-09 12:12:30 +0000
1,2,0,80,577,478.19,500, 2017-12-09 12:12:31 +0000
1,2,0,80,565,477.82,500, 2017-12-09 12:12:31 +0000
1,2,0,80,580,477.69,500, 2017-12-09 12:12:31 +0000
1,2,0,80,575,477.65,500, 2017-12-09 12:12:32 +0000
1,2,0,80,601,491.13,500, 2017-12-09 12:20:42 +0000
1,2,0,80,561,474.76,500, 2017-12-09 12:31:34 +0000
1,2,0,80,598,475.18,500, 2017-12-09 12:32:52 +0000
1,2,0,80,571,475.13,500, 2017-12-09 12:32:52 +0000
1,2,0,80,564,474.60,500, 2017-12-09 12:32:53 +0000
1,2,0,80,774,479.67,500, 2017-12-09 12:35:53 +0000
1,2,0,80,547,463.89,500, 2017-12-09 12:43:45 +0000
1,2,0,80,565,463.95,500, 2017-12-09 12:43:46 +0000
1,2,0,80,594,465.16,500, 2017-12-09 12:43:47 +0000
1,2,0,80,549,464.90,500, 2017-12-09 12:43:47 +0000
1,2,0,80,555,464.67,500, 2017-12-09 12:43:48 +0000
1,2,0,80,617,464.41,500, 2017-12-09 12:43:48 +0000
1,2,0,80,650,464.27,500, 2017-12-09 12:43:49 +0000
1,2,0,80,558,464.28,500, 2017-12-09 12:43:49 +0000
1,2,0,80,545,464.26,500, 2017-12-09 12:43:50 +0000
1,2,0,80,566,485.00,500, 2017-12-09 12:50:54 +0000
1,2,0,80,592,483.96,500, 2017-12-09 12:50:59 +0000
1,2,0,80,583,482.84,500, 2017-12-09 12:51:06 +0000
1,2,0,80,573,475.92,500, 2017-12-09 12:51:46 +0000
1,2,0,80,593,474.73,500, 2017-12-09 12:51:51 +0000
1,2,0,80,557,459.26,500, 2017-12-09 12:53:41 +0000
1,2,0,80,554,459.02,500, 2017-12-09 12:53:45 +0000
1,2,0,80,555,458.96,500, 2017-12-09 12:53:46 +0000
1,2,0,80,541,458.54,500, 2017-12-09 12:53:48 +0000
1,2,0,80,581,456.44,500, 2017-12-09 12:54:49 +0000
1,2,0,80,533,451.03,500, 2017-12-09 12:58:35 +0000
1,2,0,80,538,439.18,500, 2017-12-09 12:59:20 +0000
1,2,0,80,645,439.58,500, 2017-12-09 12:59:21 +0000
1,2,0,80,535,439.90,500, 2017-12-09 12:59:21 +0000
1,2,0,80,640,440.21,500, 2017-12-09 12:59:21 +0000
1,2,0,80,552,440.23,500, 2017-12-09 12:59:22 +0000
1,2,0,80,659,440.18,500, 2017-12-09 12:59:22 +0000
1,2,0,80,531,439.66,500, 2017-12-09 12:59:25 +0000
1,2,0,80,545,439.55,500, 2017-12-09 12:59:26 +0000
1,2,0,80,520,439.55,500, 2017-12-09 12:59:26 +0000
1,2,0,80,525,438.96,500, 2017-12-09 12:59:29 +0000
1,2,0,80,527,438.85,500, 2017-12-09 12:59:30 +0000
1,2,0,80,526,438.88,500, 2017-12-09 12:59:30 +0000
1,2,0,80,574,460.84,500, 2017-12-09 13:03:28 +0000
1,2,0,80,543,462.27,500, 2017-12-09 13:03:31 +0000
1,2,0,80,548,462.30,500, 2017-12-09 13:03:31 +0000
1,2,0,80,541,459.11,500, 2017-12-09 13:03:38 +0000
1,2,0,80,579,459.08,500, 2017-12-09 13:03:38 +0000
1,2,0,80,549,458.82,500, 2017-12-09 13:03:40 +0000
1,2,0,80,872,469.60,500, 2017-12-09 13:03:43 +0000
1,2,0,80,921,469.08,500, 2017-12-09 13:03:43 +0000
1,2,0,80,556,469.30,500, 2017-12-09 13:03:44 +0000
1,2,0,80,578,467.20,500, 2017-12-09 13:03:45 +0000
1,2,0,80,571,465.40,500, 2017-12-09 13:03:48 +0000
1,2,0,80,578,465.47,500, 2017-12-09 13:03:48 +0000
1,2,0,80,578,464.82,500, 2017-12-09 13:03:48 +0000
1,2,0,80,605,464.71,500, 2017-12-09 13:03:49 +0000
1,2,0,80,583,464.72,500, 2017-12-09 13:03:49 +0000
1,2,0,80,667,464.49,500, 2017-12-09 13:03:49 +0000
1,2,0,80,641,464.49,500, 2017-12-09 13:03:49 +0000
1,2,0,80,993,464.41,500, 2017-12-09 13:03:49 +0000
1,2,0,80,590,464.36,500, 2017-12-09 13:03:50 +0000
1,2,0,80,555,464.29,500, 2017-12-09 13:03:50 +0000
1,2,0,80,555,470.40,500, 2017-12-09 13:03:52 +0000
1,2,0,80,858,470.68,500, 2017-12-09 13:03:52 +0000
1,2,0,80,913,470.64,500, 2017-12-09 13:03:53 +0000
1,2,0,80,754,470.93,500, 2017-12-09 13:03:53 +0000
1,2,0,80,570,456.79,500, 2017-12-09 13:04:28 +0000
1,2,0,80,571,456.73,500, 2017-12-09 13:04:30 +0000
1,2,0,80,538,457.06,500, 2017-12-09 13:04:31 +0000
1,2,0,80,575,456.60,500, 2017-12-09 13:04:32 +0000
1,2,0,80,581,456.30,500, 2017-12-09 13:04:32 +0000
1,2,0,80,554,455.37,500, 2017-12-09 13:04:33 +0000
1,2,0,80,534,453.40,500, 2017-12-09 13:04:38 +0000
1,2,0,80,536,453.68,500, 2017-12-09 13:04:38 +0000
1,2,0,80,537,453.75,500, 2017-12-09 13:04:38 +0000
1,2,0,80,536,453.84,500, 2017-12-09 13:04:38 +0000
1,2,0,80,557,452.90,500, 2017-12-09 13:04:41 +0000
1,2,0,80,563,453.08,500, 2017-12-09 13:04:42 +0000
1,2,0,80,541,453.01,500, 2017-12-09 13:04:43 +0000
1,2,0,80,571,452.80,500, 2017-12-09 13:04:44 +0000
1,2,0,80,555,452.88,500, 2017-12-09 13:04:44 +0000
1,2,0,80,719,452.66,500, 2017-12-09 13:04:44 +0000
1,2,0,80,619,452.52,500, 2017-12-09 13:04:45 +0000
1,2,0,80,559,452.70,500, 2017-12-09 13:04:46 +0000
1,2,0,80,998,453.18,500, 2017-12-09 13:04:46 +0000
1,2,0,80,553,453.31,500, 2017-12-09 13:04:47 +0000
1,2,0,80,539,453.50,500, 2017-12-09 13:04:47 +0000
1,2,0,80,995,453.18,500, 2017-12-09 13:04:48 +0000
1,2,0,80,547,453.31,500, 2017-12-09 13:04:48 +0000
1,2,0,80,564,452.85,500, 2017-12-09 13:04:48 +0000
1,2,0,80,537,452.90,500, 2017-12-09 13:04:49 +0000
1,2,0,80,531,445.27,500, 2017-12-09 13:07:13 +0000
1,2,0,80,554,444.52,500, 2017-12-09 13:07:14 +0000
1,2,0,80,530,443.89,500, 2017-12-09 13:07:16 +0000
1,2,0,80,544,445.47,500, 2017-12-09 13:07:38 +0000
1,2,0,80,570,445.90,500, 2017-12-09 13:07:39 +0000
1,2,0,80,539,450.67,500, 2017-12-09 13:07:42 +0000
1,2,0,80,541,453.30,500, 2017-12-09 13:07:44 +0000
1,2,0,80,536,453.31,500, 2017-12-09 13:07:44 +0000
1,2,0,80,535,438.58,500, 2017-12-09 13:09:41 +0000
1,2,0,80,539,437.22,500, 2017-12-09 13:10:13 +0000
1,2,0,80,521,437.61,500, 2017-12-09 13:10:13 +0000
1,2,0,80,532,437.63,500, 2017-12-09 13:10:13 +0000
1,2,0,80,550,437.28,500, 2017-12-09 13:10:15 +0000
1,2,0,80,565,437.31,500, 2017-12-09 13:10:15 +0000
1,2,0,80,526,437.68,500, 2017-12-09 13:10:16 +0000
1,2,0,80,527,437.25,500, 2017-12-09 13:10:17 +0000
1,2,0,80,530,436.46,500, 2017-12-09 13:10:19 +0000
1,2,0,80,531,435.97,500, 2017-12-09 13:10:21 +0000
1,2,0,80,543,435.90,500, 2017-12-09 13:10:21 +0000
1,2,0,80,555,435.82,500, 2017-12-09 13:10:21 +0000
1,2,0,80,586,435.64,500, 2017-12-09 13:10:22 +0000
1,2,0,80,604,435.68,500, 2017-12-09 13:10:22 +0000
1,2,0,80,902,435.68,500, 2017-12-09 13:10:23 +0000
1,2,0,80,574,435.66,500, 2017-12-09 13:10:28 +0000
1,2,0,80,881,450.00,500, 2017-12-09 13:10:33 +0000
1,2,0,80,689,454.41,500, 2017-12-09 13:10:35 +0000
1,2,0,80,627,445.69,500, 2017-12-09 13:10:54 +0000
1,2,0,80,832,445.75,500, 2017-12-09 13:10:54 +0000
1,2,0,80,527,445.78,500, 2017-12-09 13:10:54 +0000
1,2,0,80,680,445.78,500, 2017-12-09 13:10:54 +0000
1,2,0,80,621,445.79,500, 2017-12-09 13:10:55 +0000
1,2,0,80,984,445.85,500, 2017-12-09 13:10:55 +0000
1,2,0,80,581,443.59,500, 2017-12-09 13:11:23 +0000
1,2,0,80,586,443.00,500, 2017-12-09 13:11:27 +0000
1,2,0,80,557,442.54,500, 2017-12-09 13:11:28 +0000
1,2,0,80,532,440.58,500, 2017-12-09 13:11:30 +0000
1,2,0,80,581,482.35,500, 2017-12-09 13:20:30 +0000
1,2,0,80,708,482.89,500, 2017-12-09 13:20:32 +0000
1,2,0,80,589,483.19,500, 2017-12-09 13:20:36 +0000
1,2,0,80,570,479.86,500, 2017-12-09 13:21:01 +0000
1,2,0,80,573,486.96,500, 2017-12-09 13:21:04 +0000
1,2,0,80,566,482.82,500, 2017-12-09 13:21:09 +0000
1,2,0,80,567,483.16,500, 2017-12-09 13:21:09 +0000
1,2,0,80,573,482.91,500, 2017-12-09 13:21:10 +0000
1,2,0,80,565,483.02,500, 2017-12-09 13:21:11 +0000
1,2,0,80,569,483.03,500, 2017-12-09 13:21:11 +0000
1,2,0,80,565,483.05,500, 2017-12-09 13:21:11 +0000
1,2,0,80,565,483.11,500, 2017-12-09 13:21:11 +0000
1,2,0,80,570,483.16,500, 2017-12-09 13:21:11 +0000
1,2,0,80,570,483.63,500, 2017-12-09 13:21:12 +0000
1,2,0,80,569,483.65,500, 2017-12-09 13:21:12 +0000
1,2,0,80,568,483.68,500, 2017-12-09 13:21:12 +0000
1,2,0,80,576,483.71,500, 2017-12-09 13:21:12 +0000
1,2,0,80,566,483.78,500, 2017-12-09 13:21:13 +0000
1,2,0,80,564,483.81,500, 2017-12-09 13:21:13 +0000
1,2,0,80,572,483.88,500, 2017-12-09 13:21:13 +0000
1,2,0,80,565,484.05,500, 2017-12-09 13:21:13 +0000
1,2,0,80,567,484.07,500, 2017-12-09 13:21:13 +0000
1,2,0,80,577,484.11,500, 2017-12-09 13:21:13 +0000
1,2,0,80,981,479.25,500, 2017-12-09 13:21:18 +0000
1,2,0,80,540,454.86,500, 2017-12-09 13:22:54 +0000
1,2,0,80,563,472.95,500, 2017-12-09 13:23:02 +0000
1,2,0,80,560,475.54,500, 2017-12-09 13:23:27 +0000
1,2,0,80,572,473.63,500, 2017-12-09 13:23:33 +0000
1,2,0,80,557,467.40,500, 2017-12-09 13:32:59 +0000
1,2,0,80,563,467.25,500, 2017-12-09 13:32:59 +0000
1,2,0,80,567,467.01,500, 2017-12-09 13:33:00 +0000
1,2,0,80,551,466.81,500, 2017-12-09 13:33:01 +0000
1,2,0,80,590,466.56,500, 2017-12-09 13:33:01 +0000
1,2,0,80,561,466.37,500, 2017-12-09 13:33:02 +0000
1,2,0,80,557,465.85,500, 2017-12-09 13:33:03 +0000
1,2,0,80,720,464.98,500, 2017-12-09 13:33:05 +0000
1,2,0,80,575,464.98,500, 2017-12-09 13:33:06 +0000
1,2,0,80,554,464.98,500, 2017-12-09 13:33:07 +0000
1,2,0,80,582,464.70,500, 2017-12-09 13:33:08 +0000
1,2,0,80,553,464.36,500, 2017-12-09 13:33:08 +0000
1,2,0,80,549,464.19,500, 2017-12-09 13:33:09 +0000
1,2,0,80,556,464.14,500, 2017-12-09 13:33:10 +0000
1,2,0,80,543,457.45,500, 2017-12-09 13:34:11 +0000
1,2,0,80,554,456.79,500, 2017-12-09 13:34:14 +0000
1,2,0,80,582,456.81,500, 2017-12-09 13:34:14 +0000
1,2,0,80,700,456.73,500, 2017-12-09 13:34:15 +0000
1,2,0,80,548,465.82,500, 2017-12-09 13:36:33 +0000
1,2,0,80,652,467.55,500, 2017-12-09 13:36:33 +0000
1,2,0,80,578,478.79,500, 2017-12-09 13:36:37 +0000
1,2,0,80,574,482.31,500, 2017-12-09 13:36:39 +0000
1,2,0,80,541,453.61,500, 2017-12-09 13:39:55 +0000
1,2,0,80,546,457.18,500, 2017-12-09 13:39:57 +0000
1,2,0,80,592,461.97,500, 2017-12-09 13:40:02 +0000
1,2,0,80,568,461.98,500, 2017-12-09 13:40:02 +0000
1,2,0,80,543,462.41,500, 2017-12-09 13:40:03 +0000
1,2,0,80,547,462.15,500, 2017-12-09 13:40:04 +0000
1,2,0,80,561,458.59,500, 2017-12-09 13:40:10 +0000
1,2,0,80,539,457.50,500, 2017-12-09 13:40:12 +0000
1,2,0,80,545,457.93,500, 2017-12-09 13:40:12 +0000
1,2,0,80,573,455.24,500, 2017-12-09 13:40:18 +0000
1,2,0,80,576,455.26,500, 2017-12-09 13:40:18 +0000
1,2,0,80,568,487.39,500, 2017-12-09 13:56:07 +0000
1,2,0,80,593,487.42,500, 2017-12-09 13:56:07 +0000
1,2,0,80,577,487.46,500, 2017-12-09 13:56:07 +0000
1,2,0,80,568,487.52,500, 2017-12-09 13:56:07 +0000
1,2,0,80,581,487.54,500, 2017-12-09 13:56:07 +0000
1,2,0,80,875,488.12,500, 2017-12-09 13:56:15 +0000
1,2,0,80,610,484.25,500, 2017-12-09 13:56:39 +0000
1,2,0,80,571,485.81,500, 2017-12-09 13:56:40 +0000
1,2,0,80,581,485.83,500, 2017-12-09 13:56:40 +0000
1,2,0,80,571,485.85,500, 2017-12-09 13:56:40 +0000
1,2,0,80,580,485.88,500, 2017-12-09 13:56:40 +0000
1,2,0,80,584,485.94,500, 2017-12-09 13:56:40 +0000
